book_name,chapter_id,entry_id,date,sentence
NbutC,1,ch1_e5,"October 10th, 1783",Margaret just won’t stop crying.
NbutC,1,ch1_e5,"October 10th, 1783","I walked her and walked her, and patted her on the back the way Mother does, but nothing helped."
NbutC,1,ch1_e5,"October 10th, 1783",Finally Mother reached out to take her back.
NbutC,1,ch1_e5,"October 10th, 1783","“Thank you for trying, Mary,” she said to me, “but you’d better give her back."
NbutC,1,ch1_e5,"October 10th, 1783",I’ll see if I can get her to feed.” But she couldn’t.
NbutC,1,ch1_e5,"October 10th, 1783",Then Jamie sassed Grannie and she switched him and now he’s gone all grumpy.
NbutC,1,ch1_e5,"October 10th, 1783",Everything is just as horrible as it can be.
NbutC,1,ch1_e6,"October 11th, 1783",We are stopped now for our noon meal.
NbutC,1,ch1_e6,"October 11th, 1783",I am going to take this opportunity to write more.
NbutC,1,ch1_e6,"October 11th, 1783",We have reached the Hudson River and Father says we will follow its valley north from here on.
NbutC,1,ch1_e6,"October 11th, 1783","It is a very wide river — bigger than any stream I have ever seen, and the water just seems to rush along in all sorts of ripples and swirls and currents."
NbutC,1,ch1_e6,"October 11th, 1783",We are following a track through the trees that runs along the river’s edge.
NbutC,1,ch1_e6,"October 11th, 1783","Walking is a little easier as there are not so many hills, but watching the river flow back to the land we’ve left, while we are trudging along in the opposite direction, fills me with sadness."
NbutC,1,ch1_e6,"October 11th, 1783",How quickly we are leaving behind all we’ve ever known and loved!
NbutC,1,ch1_e6,"October 11th, 1783",Mother is calling me.
NbutC,1,ch1_e6,"October 11th, 1783",Our meal is ready.
NbutC,1,ch1_e6,"October 11th, 1783","It will not be much of a meal, I’m afraid."
NbutC,1,ch1_e6,"October 11th, 1783","We have finished up all the bread we brought with us, and Father didn’t want to take the time to light a fire so we are just going to have stale johnnycake."
NbutC,1,ch1_e6,"October 11th, 1783",At least we have Bess for milk and butter.
NbutC,1,ch1_e6,"October 11th, 1783",Grannie puts cream in the churn in the morning and by evening the jolting of the wagon has turned it into butter.
NbutC,1,ch1_e6,"October 11th, 1783",That used to be my daily chore.
NbutC,1,ch1_e6,"October 11th, 1783",I suppose I should be grateful that I do not have to do it any more.
NbutC,1,ch1_e6,"October 11th, 1783","I’m not, though."
NbutC,1,ch1_e6,"October 11th, 1783",I would be very happy to be home churning butter right now and I wouldn’t complain a bit.
NbutC,1,ch1_e6,"October 11th, 1783",Not even to myself.
NbutC,1,ch1_e6,"October 11th, 1783",I am very hungry.
NbutC,1,ch1_e6,"October 11th, 1783",Later We’re camped for the night now.
NbutC,1,ch1_e6,"October 11th, 1783",Father shot two partridges and they are roasting on a spit over the fire.
NbutC,1,ch1_e6,"October 11th, 1783",That will be a welcome change from salt pork.
NbutC,1,ch1_e6,"October 11th, 1783","We can’t kill any of the chickens, of course."
NbutC,1,ch1_e6,"October 11th, 1783",We will need them for breeding.
NbutC,1,ch1_e6,"October 11th, 1783","They have stopped laying, though, and are acting very nervous."
NbutC,1,ch1_e6,"October 11th, 1783",One gave Jamie a terrible peck when he was putting their feed into the cage and now he won’t go near them again.
NbutC,1,ch1_e6,"October 11th, 1783","Mother is boiling up a pot of turnips and potatoes to go with the partridges, but she is not behaving like my dear mother at all."
NbutC,1,ch1_e6,"October 11th, 1783","At first, when we stopped here for the night, she just sat in the wagon holding Margaret and staring back the way we had come and didn’t make a move to get out."
NbutC,1,ch1_e6,"October 11th, 1783","“Get yourself down from there, Fiona, lass."
NbutC,1,ch1_e6,"October 11th, 1783","There’s supper to be made,” Grannie chided her."
NbutC,1,ch1_e6,"October 11th, 1783","Grannie, of course, was bustling around in her usual way and already setting to, getting things ready for the evening meal."
NbutC,1,ch1_e6,"October 11th, 1783",I think Grannie is getting provoked at Mother.
NbutC,1,ch1_e6,"October 11th, 1783","Grannie has no patience with what she calls “foolishness.” I’m not usually too quick to be helpful, but I was tonight."
NbutC,1,ch1_e6,"October 11th, 1783",It is my job to collect wood for the fire and I got to it right smartly.
NbutC,1,ch1_e6,"October 11th, 1783","I know what it’s like to have Grannie mad at you, and I don’t think Mother needs that on top of everything else that has happened."
